ABE,locatedIn,state_PA
ABE,locatedIn,city_Allentown_PA
ABE,serveCity,city_Allentown_PA
ABI,locatedIn,state_TX
ABI,locatedIn,city_Abilene_TX
ABI,serveCity,city_Abilene_TX
ABQ,locatedIn,state_NM
ABQ,locatedIn,city_Albuquerque_NM
ABQ,serveCity,city_Albuquerque_NM
ABR,locatedIn,state_SD
ABR,locatedIn,city_Aberdeen_SD
ABR,serveCity,city_Aberdeen_SD
ABY,locatedIn,city_Albany_GA
ABY,locatedIn,state_GA
ABY,serveCity,city_Albany_GA
ACK,locatedIn,city_Nantucket_MA
ACK,locatedIn,state_MA
ACK,serveCity,city_Nantucket_MA
ACT,locatedIn,city_Waco_TX
ACT,locatedIn,state_TX
ACT,serveCity,city_Waco_TX
ACV,locatedIn,state_CA
ACV,locatedIn,Eureka_CA
ACV,serveCity,Eureka_CA
ACY,locatedIn,city_Atlantic_City_NJ
ACY,locatedIn,state_NJ
ACY,serveCity,city_Atlantic_City_NJ
ADK,locatedIn,city_Adak_AK
ADK,locatedIn,state_AK
ADK,serveCity,city_Adak_AK
ADQ,locatedIn,city_Kodiak_AK
ADQ,locatedIn,state_AK
ADQ,serveCity,city_Kodiak_AK
AEX,locatedIn,state_LA
AEX,locatedIn,city_Alexandria_LA
AEX,serveCity,city_Alexandria_LA
AGS,locatedIn,city_Augusta_GA
AGS,locatedIn,state_GA
AGS,serveCity,city_Augusta_GA
AKN,locatedIn,city_King_Salmon_AK
AKN,locatedIn,state_AK
AKN,serveCity,city_King_Salmon_AK
ALB,locatedIn,city_Albany_NY
ALB,locatedIn,state_NY
ALB,serveCity,city_Albany_NY
ALO,locatedIn,city_Waterloo_IA
ALO,locatedIn,state_IA
ALO,serveCity,city_Waterloo_IA
AMA,locatedIn,state_TX
AMA,locatedIn,city_Amarillo_TX
AMA,serveCity,city_Amarillo_TX
ANC,locatedIn,city_Anchorage_AK
ANC,locatedIn,state_AK
ANC,serveCity,city_Anchorage_AK
APN,locatedIn,state_MI
APN,locatedIn,city_Alpena_MI
APN,serveCity,city_Alpena_MI
ASE,locatedIn,city_Aspen_CO
ASE,locatedIn,state_CO
ASE,serveCity,city_Aspen_CO
ATL,locatedIn,city_Atlanta_GA
ATL,locatedIn,state_GA
ATL,serveCity,city_Atlanta_GA
ATW,locatedIn,city_Appleton_WI
ATW,locatedIn,state_WI
ATW,serveCity,city_Appleton_WI
AUS,locatedIn,city_Austin_TX
AUS,locatedIn,state_TX
AUS,serveCity,city_Austin_TX
AVL,locatedIn,state_NC
AVL,locatedIn,city_Asheville_NC
AVL,serveCity,city_Asheville_NC
AVP,locatedIn,state_PA
AVP,locatedIn,Scranton_PA
AVP,serveCity,Scranton_PA
AZO,locatedIn,city_Kalamazoo_MI
AZO,locatedIn,state_MI
AZO,serveCity,city_Kalamazoo_MI
BDL,locatedIn,state_CT
BDL,locatedIn,city_Windsor_Locks_CT
BDL,serveCity,city_Windsor_Locks_CT
BET,locatedIn,city_Bethel_AK
BET,locatedIn,state_AK
BET,serveCity,city_Bethel_AK
BFL,locatedIn,state_CA
BFL,locatedIn,city_Bakersfield_CA
BFL,serveCity,city_Bakersfield_CA
BGM,locatedIn,city_Binghamton_NY
BGM,locatedIn,state_NY
BGM,serveCity,city_Binghamton_NY
BGR,locatedIn,state_ME
BGR,locatedIn,city_Bangor_ME
BGR,serveCity,city_Bangor_ME
BHM,locatedIn,city_Birmingham_AL
BHM,locatedIn,state_AL
BHM,serveCity,city_Birmingham_AL
BIL,locatedIn,city_Billings_MT
BIL,locatedIn,state_MT
BIL,serveCity,city_Billings_MT
BIS,locatedIn,city_Bismarck_ND
BIS,locatedIn,state_ND
BIS,serveCity,city_Bismarck_ND
BJI,locatedIn,state_MN
BJI,locatedIn,city_Bemidji_MN
BJI,serveCity,city_Bemidji_MN
BLI,locatedIn,state_WA
BLI,locatedIn,city_Bellingham_WA
BLI,serveCity,city_Bellingham_WA
BMI,locatedIn,state_IL
BMI,locatedIn,city_Bloomington_IL
BMI,serveCity,city_Bloomington_IL
BNA,locatedIn,city_Nashville_TN
BNA,locatedIn,state_TN
BNA,serveCity,city_Nashville_TN
BOI,locatedIn,city_Boise_ID
BOI,locatedIn,state_ID
BOI,serveCity,city_Boise_ID
BOS,locatedIn,state_MA
BOS,locatedIn,city_Boston_MA
BOS,serveCity,city_Boston_MA
BPT,locatedIn,state_TX
BPT,locatedIn,Port_Arthur_TX
BPT,serveCity,Port_Arthur_TX
BQK,locatedIn,city_Brunswick_GA
BQK,locatedIn,state_GA
BQK,serveCity,city_Brunswick_GA
BQN,locatedIn,city_Aguadilla_PR
BQN,locatedIn,state_PR
BQN,serveCity,city_Aguadilla_PR
BRD,locatedIn,city_Brainerd_MN
BRD,locatedIn,state_MN
BRD,serveCity,city_Brainerd_MN
BRO,locatedIn,state_TX
BRO,locatedIn,city_Brownsville_TX
BRO,serveCity,city_Brownsville_TX
BRW,locatedIn,city_Barrow_AK
BRW,locatedIn,state_AK
BRW,serveCity,city_Barrow_AK
BTM,locatedIn,city_Butte_MT
BTM,locatedIn,state_MT
BTM,serveCity,city_Butte_MT
BTR,locatedIn,city_Baton_Rouge_LA
BTR,locatedIn,state_LA
BTR,serveCity,city_Baton_Rouge_LA
BTV,locatedIn,state_VT
BTV,locatedIn,city_Burlington_VT
BTV,serveCity,city_Burlington_VT
BUF,locatedIn,city_Buffalo_NY
BUF,locatedIn,state_NY
BUF,serveCity,city_Buffalo_NY
BUR,locatedIn,state_CA
BUR,locatedIn,city_Burbank_CA
BUR,serveCity,city_Burbank_CA
BWI,locatedIn,city_Baltimore_MD
BWI,locatedIn,state_MD
BWI,serveCity,city_Baltimore_MD
BZN,locatedIn,city_Bozeman_MT
BZN,locatedIn,state_MT
BZN,serveCity,city_Bozeman_MT
CAE,locatedIn,state_SC
CAE,locatedIn,city_Columbia_SC
CAE,serveCity,city_Columbia_SC
CAK,locatedIn,city_Akron_OH
CAK,locatedIn,state_OH
CAK,serveCity,city_Akron_OH
CDC,locatedIn,state_UT
CDC,locatedIn,city_Cedar_City_UT
CDC,serveCity,city_Cedar_City_UT
CDV,locatedIn,city_Cordova_AK
CDV,locatedIn,state_AK
CDV,serveCity,city_Cordova_AK
CEC,locatedIn,state_CA
CEC,locatedIn,city_Crescent_City_CA
CEC,serveCity,city_Crescent_City_CA
CHA,locatedIn,city_Chattanooga_TN
CHA,locatedIn,state_TN
CHA,serveCity,city_Chattanooga_TN
CHO,locatedIn,city_Charlottesville_VA
CHO,locatedIn,state_VA
CHO,serveCity,city_Charlottesville_VA
CHS,locatedIn,state_SC
CHS,locatedIn,city_Charleston_SC
CHS,serveCity,city_Charleston_SC
CID,locatedIn,state_IA
CID,locatedIn,city_Cedar_Rapids_IA
CID,serveCity,city_Cedar_Rapids_IA
CIU,locatedIn,city_Sault_Ste._Marie_MI
CIU,locatedIn,state_MI
CIU,serveCity,city_Sault_Ste._Marie_MI
CLD,locatedIn,state_CA
CLD,locatedIn,city_San_Diego_CA
CLD,serveCity,city_San_Diego_CA
CLE,locatedIn,city_Cleveland_OH
CLE,locatedIn,state_OH
CLE,serveCity,city_Cleveland_OH
CLL,locatedIn,city_College_Station_TX
CLL,locatedIn,state_TX
CLL,serveCity,city_College_Station_TX
CLT,locatedIn,state_NC
CLT,locatedIn,city_Charlotte_NC
CLT,serveCity,city_Charlotte_NC
CMH,locatedIn,city_Columbus_OH
CMH,locatedIn,state_OH
CMH,serveCity,city_Columbus_OH
CMI,locatedIn,state_IL
CMI,locatedIn,Urbana_IL
CMI,serveCity,Urbana_IL
CMX,locatedIn,city_Hancock_MI
CMX,locatedIn,state_MI
CMX,serveCity,city_Hancock_MI
CNY,locatedIn,state_UT
CNY,locatedIn,city_Moab_UT
CNY,serveCity,city_Moab_UT
COD,locatedIn,city_Cody_WY
COD,locatedIn,state_WY
COD,serveCity,city_Cody_WY
COS,locatedIn,city_Colorado_Springs_CO
COS,locatedIn,state_CO
COS,serveCity,city_Colorado_Springs_CO
COU,locatedIn,state_MO
COU,locatedIn,city_Columbia_MO
COU,serveCity,city_Columbia_MO
CPR,locatedIn,state_WY
CPR,locatedIn,city_Casper_WY
CPR,serveCity,city_Casper_WY
CRP,locatedIn,city_Corpus_Christi_TX
CRP,locatedIn,state_TX
CRP,serveCity,city_Corpus_Christi_TX
CRW,locatedIn,state_WV
CRW,locatedIn,city_Charleston_WV
CRW,serveCity,city_Charleston_WV
CSG,locatedIn,city_Columbus_GA
CSG,locatedIn,state_GA
CSG,serveCity,city_Columbus_GA
CVG,locatedIn,state_KY
CVG,locatedIn,city_Covington_KY
CVG,serveCity,city_Covington_KY
CWA,locatedIn,city_Mosinee_WI
CWA,locatedIn,state_WI
CWA,serveCity,city_Mosinee_WI
DAB,locatedIn,city_Daytona_Beach_FL
DAB,locatedIn,state_FL
DAB,serveCity,city_Daytona_Beach_FL
DAL,locatedIn,city_Dallas_TX
DAL,locatedIn,state_TX
DAL,serveCity,city_Dallas_TX
DAY,locatedIn,state_OH
DAY,locatedIn,city_Dayton_OH
DAY,serveCity,city_Dayton_OH
DBQ,locatedIn,state_IA
DBQ,locatedIn,city_Dubuque_IA
DBQ,serveCity,city_Dubuque_IA
DCA,locatedIn,city_Arlington_VA
DCA,locatedIn,state_VA
DCA,serveCity,city_Arlington_VA
DEN,locatedIn,city_Denver_CO
DEN,locatedIn,state_CO
DEN,serveCity,city_Denver_CO
DFW,locatedIn,state_TX
DFW,locatedIn,city_Dallas-Fort_Worth_TX
DFW,serveCity,city_Dallas-Fort_Worth_TX
DHN,locatedIn,city_Dothan_AL
DHN,locatedIn,state_AL
DHN,serveCity,city_Dothan_AL
DIK,locatedIn,state_ND
DIK,locatedIn,city_Dickinson_ND
DIK,serveCity,city_Dickinson_ND
DLG,locatedIn,city_Dillingham_AK
DLG,locatedIn,state_AK
DLG,serveCity,city_Dillingham_AK
DLH,locatedIn,state_MN
DLH,locatedIn,city_Duluth_MN
DLH,serveCity,city_Duluth_MN
DRO,locatedIn,state_CO
DRO,locatedIn,city_Durango_CO
DRO,serveCity,city_Durango_CO
DSM,locatedIn,city_Des_Moines_IA
DSM,locatedIn,state_IA
DSM,serveCity,city_Des_Moines_IA
DTW,locatedIn,city_Detroit_MI
DTW,locatedIn,state_MI
DTW,serveCity,city_Detroit_MI
DVL,locatedIn,state_ND
DVL,locatedIn,city_Devils_Lake_ND
DVL,serveCity,city_Devils_Lake_ND
EAU,locatedIn,state_WI
EAU,locatedIn,city_Eau_Claire_WI
EAU,serveCity,city_Eau_Claire_WI
ECP,locatedIn,city_Panama_City_FL
ECP,locatedIn,state_FL
ECP,serveCity,city_Panama_City_FL
EGE,locatedIn,city_Eagle_CO
EGE,locatedIn,state_CO
EGE,serveCity,city_Eagle_CO
EKO,locatedIn,city_Elko_NV
EKO,locatedIn,state_NV
EKO,serveCity,city_Elko_NV
ELM,locatedIn,city_Elmira_NY
ELM,locatedIn,state_NY
ELM,serveCity,city_Elmira_NY
ELP,locatedIn,state_TX
ELP,locatedIn,city_El_Paso_TX
ELP,serveCity,city_El_Paso_TX
ERI,locatedIn,state_PA
ERI,locatedIn,city_Erie_PA
ERI,serveCity,city_Erie_PA
ESC,locatedIn,city_Escanaba_MI
ESC,locatedIn,state_MI
ESC,serveCity,city_Escanaba_MI
EUG,locatedIn,city_Eugene_OR
EUG,locatedIn,state_OR
EUG,serveCity,city_Eugene_OR
EVV,locatedIn,state_IN
EVV,locatedIn,city_Evansville_IN
EVV,serveCity,city_Evansville_IN
EWN,locatedIn,city_New_Bern_NC
EWN,locatedIn,state_NC
EWN,serveCity,city_New_Bern_NC
EWR,locatedIn,city_Newark_NJ
EWR,locatedIn,state_NJ
EWR,serveCity,city_Newark_NJ
EYW,locatedIn,city_Key_West_FL
EYW,locatedIn,state_FL
EYW,serveCity,city_Key_West_FL
FAI,locatedIn,city_Fairbanks_AK
FAI,locatedIn,state_AK
FAI,serveCity,city_Fairbanks_AK
FAR,locatedIn,city_Fargo_ND
FAR,locatedIn,state_ND
FAR,serveCity,city_Fargo_ND
FAT,locatedIn,state_CA
FAT,locatedIn,city_Fresno_CA
FAT,serveCity,city_Fresno_CA
FAY,locatedIn,city_Fayetteville_NC
FAY,locatedIn,state_NC
FAY,serveCity,city_Fayetteville_NC
FCA,locatedIn,state_MT
FCA,locatedIn,city_Kalispell_MT
FCA,serveCity,city_Kalispell_MT
FLG,locatedIn,city_Flagstaff_AZ
FLG,locatedIn,state_AZ
FLG,serveCity,city_Flagstaff_AZ
FLL,locatedIn,state_FL
FLL,locatedIn,city_Ft._Lauderdale_FL
FLL,serveCity,city_Ft._Lauderdale_FL
FNT,locatedIn,city_Flint_MI
FNT,locatedIn,state_MI
FNT,serveCity,city_Flint_MI
FSD,locatedIn,state_SD
FSD,locatedIn,city_Sioux_Falls_SD
FSD,serveCity,city_Sioux_Falls_SD
FSM,locatedIn,state_AR
FSM,locatedIn,city_Fort_Smith_AR
FSM,serveCity,city_Fort_Smith_AR
FWA,locatedIn,state_IN
FWA,locatedIn,city_Fort_Wayne_IN
FWA,serveCity,city_Fort_Wayne_IN
GCC,locatedIn,state_WY
GCC,locatedIn,city_Gillette_WY
GCC,serveCity,city_Gillette_WY
GCK,locatedIn,city_Garden_City_KS
GCK,locatedIn,state_KS
GCK,serveCity,city_Garden_City_KS
GEG,locatedIn,city_Spokane_WA
GEG,locatedIn,state_WA
GEG,serveCity,city_Spokane_WA
GFK,locatedIn,city_Grand_Forks_ND
GFK,locatedIn,state_ND
GFK,serveCity,city_Grand_Forks_ND
GGG,locatedIn,city_Longview_TX
GGG,locatedIn,state_TX
GGG,serveCity,city_Longview_TX
GJT,locatedIn,city_Grand_Junction_CO
GJT,locatedIn,state_CO
GJT,serveCity,city_Grand_Junction_CO
GNV,locatedIn,state_FL
GNV,locatedIn,city_Gainesville_FL
GNV,serveCity,city_Gainesville_FL
GPT,locatedIn,state_MS
GPT,locatedIn,city_Gulfport-Biloxi_MS
GPT,serveCity,city_Gulfport-Biloxi_MS
GRB,locatedIn,city_Green_Bay_WI
GRB,locatedIn,state_WI
GRB,serveCity,city_Green_Bay_WI
GRI,locatedIn,city_Grand_Island_NE
GRI,locatedIn,state_NE
GRI,serveCity,city_Grand_Island_NE
GRK,locatedIn,state_TX
GRK,locatedIn,city_Killeen_TX
GRK,serveCity,city_Killeen_TX
GRR,locatedIn,city_Grand_Rapids_MI
GRR,locatedIn,state_MI
GRR,serveCity,city_Grand_Rapids_MI
GSO,locatedIn,city_Greensboro_NC
GSO,locatedIn,state_NC
GSO,serveCity,city_Greensboro_NC
GSP,locatedIn,state_SC
GSP,locatedIn,city_Greer_SC
GSP,serveCity,city_Greer_SC
GST,locatedIn,city_Gustavus_AK
GST,locatedIn,state_AK
GST,serveCity,city_Gustavus_AK
GTF,locatedIn,state_MT
GTF,locatedIn,city_Great_Falls_MT
GTF,serveCity,city_Great_Falls_MT
GTR,locatedIn,state_MS
GTR,locatedIn,city_Columbus-Starkville-West_Point_MS
GTR,serveCity,city_Columbus-Starkville-West_Point_MS
GUC,locatedIn,city_Gunnison_CO
GUC,locatedIn,state_CO
GUC,serveCity,city_Gunnison_CO
GUM,locatedIn,state_GU
GUM,locatedIn,city_Agana_GU
GUM,serveCity,city_Agana_GU
HDN,locatedIn,city_Hayden_CO
HDN,locatedIn,state_CO
HDN,serveCity,city_Hayden_CO
HIB,locatedIn,state_MN
HIB,locatedIn,city_Hibbing_MN
HIB,serveCity,city_Hibbing_MN
HLN,locatedIn,city_Helena_MT
HLN,locatedIn,state_MT
HLN,serveCity,city_Helena_MT
HNL,locatedIn,city_Honolulu_HI
HNL,locatedIn,state_HI
HNL,serveCity,city_Honolulu_HI
HOB,locatedIn,state_NM
HOB,locatedIn,city_Hobbs_NM
HOB,serveCity,city_Hobbs_NM
HOU,locatedIn,state_TX
HOU,locatedIn,city_Houston_TX
HOU,serveCity,city_Houston_TX
HPN,locatedIn,city_White_Plains_NY
HPN,locatedIn,state_NY
HPN,serveCity,city_White_Plains_NY
HRL,locatedIn,city_Harlingen_TX
HRL,locatedIn,state_TX
HRL,serveCity,city_Harlingen_TX
HSV,locatedIn,city_Huntsville_AL
HSV,locatedIn,state_AL
HSV,serveCity,city_Huntsville_AL
HYA,locatedIn,state_MA
HYA,locatedIn,city_Hyannis_MA
HYA,serveCity,city_Hyannis_MA
HYS,locatedIn,city_Hays_KS
HYS,locatedIn,state_KS
HYS,serveCity,city_Hays_KS
IAD,locatedIn,city_Chantilly_VA
IAD,locatedIn,state_VA
IAD,serveCity,city_Chantilly_VA
IAG,locatedIn,city_Niagara_Falls_NY
IAG,locatedIn,state_NY
IAG,serveCity,city_Niagara_Falls_NY
IAH,locatedIn,state_TX
IAH,locatedIn,city_Houston_TX
IAH,serveCity,city_Houston_TX
ICT,locatedIn,city_Wichita_KS
ICT,locatedIn,state_KS
ICT,serveCity,city_Wichita_KS
IDA,locatedIn,state_ID
IDA,locatedIn,city_Idaho_Falls_ID
IDA,serveCity,city_Idaho_Falls_ID
ILG,locatedIn,state_DE
ILG,locatedIn,city_Wilmington_DE
ILG,serveCity,city_Wilmington_DE
ILM,locatedIn,state_NC
ILM,locatedIn,city_Wilmington_NC
ILM,serveCity,city_Wilmington_NC
IMT,locatedIn,state_MI
IMT,locatedIn,Kingsford_MI
IMT,serveCity,Kingsford_MI
IND,locatedIn,state_IN
IND,locatedIn,city_Indianapolis_IN
IND,serveCity,city_Indianapolis_IN
INL,locatedIn,state_MN
INL,locatedIn,city_International_Falls_MN
INL,serveCity,city_International_Falls_MN
ISN,locatedIn,city_Williston_ND
ISN,locatedIn,state_ND
ISN,serveCity,city_Williston_ND
ISP,locatedIn,city_Islip_NY
ISP,locatedIn,state_NY
ISP,serveCity,city_Islip_NY
ITH,locatedIn,city_Ithaca_NY
ITH,locatedIn,state_NY
ITH,serveCity,city_Ithaca_NY
ITO,locatedIn,state_HI
ITO,locatedIn,city_Hilo_HI
ITO,serveCity,city_Hilo_HI
JAC,locatedIn,state_WY
JAC,locatedIn,city_Jackson_WY
JAC,serveCity,city_Jackson_WY
JAN,locatedIn,city_Jackson_MS
JAN,locatedIn,state_MS
JAN,serveCity,city_Jackson_MS
JAX,locatedIn,state_FL
JAX,locatedIn,city_Jacksonville_FL
JAX,serveCity,city_Jacksonville_FL
JFK,locatedIn,state_NY
JFK,locatedIn,city_New_York_NY
JFK,serveCity,city_New_York_NY
JLN,locatedIn,state_MO
JLN,locatedIn,city_Joplin_MO
JLN,serveCity,city_Joplin_MO
JMS,locatedIn,state_ND
JMS,locatedIn,city_Jamestown_ND
JMS,serveCity,city_Jamestown_ND
JNU,locatedIn,city_Juneau_AK
JNU,locatedIn,state_AK
JNU,serveCity,city_Juneau_AK
KOA,locatedIn,Kona_HI
KOA,locatedIn,state_HI
KOA,serveCity,Kona_HI
KTN,locatedIn,city_Ketchikan_AK
KTN,locatedIn,state_AK
KTN,serveCity,city_Ketchikan_AK
LAN,locatedIn,city_Lansing_MI
LAN,locatedIn,state_MI
LAN,serveCity,city_Lansing_MI
LAR,locatedIn,state_WY
LAR,locatedIn,city_Laramie_WY
LAR,serveCity,city_Laramie_WY
LAS,locatedIn,city_Las_Vegas_NV
LAS,locatedIn,state_NV
LAS,serveCity,city_Las_Vegas_NV
LAW,locatedIn,city_Lawton_OK
LAW,locatedIn,state_OK
LAW,serveCity,city_Lawton_OK
LAX,locatedIn,state_CA
LAX,locatedIn,city_Los_Angeles_CA
LAX,serveCity,city_Los_Angeles_CA
LBB,locatedIn,city_Lubbock_TX
LBB,locatedIn,state_TX
LBB,serveCity,city_Lubbock_TX
LBE,locatedIn,state_PA
LBE,locatedIn,city_Latrobe_PA
LBE,serveCity,city_Latrobe_PA
LCH,locatedIn,state_LA
LCH,locatedIn,city_Lake_Charles_LA
LCH,serveCity,city_Lake_Charles_LA
LEX,locatedIn,state_KY
LEX,locatedIn,city_Lexington_KY
LEX,serveCity,city_Lexington_KY
LFT,locatedIn,city_Lafayette_LA
LFT,locatedIn,state_LA
LFT,serveCity,city_Lafayette_LA
LGA,locatedIn,state_NY
LGA,locatedIn,city_New_York_NY
LGA,serveCity,city_New_York_NY
LGB,locatedIn,state_CA
LGB,locatedIn,city_Long_Beach_CA
LGB,serveCity,city_Long_Beach_CA
LIH,locatedIn,state_HI
LIH,locatedIn,city_Lihue_HI
LIH,serveCity,city_Lihue_HI
LIT,locatedIn,state_AR
LIT,locatedIn,city_Little_Rock_AR
LIT,serveCity,city_Little_Rock_AR
LNK,locatedIn,city_Lincoln_NE
LNK,locatedIn,state_NE
LNK,serveCity,city_Lincoln_NE
LRD,locatedIn,city_Laredo_TX
LRD,locatedIn,state_TX
LRD,serveCity,city_Laredo_TX
LSE,locatedIn,state_WI
LSE,locatedIn,city_La_Crosse_WI
LSE,serveCity,city_La_Crosse_WI
LWS,locatedIn,city_Lewiston_ID
LWS,locatedIn,state_ID
LWS,serveCity,city_Lewiston_ID
MAF,locatedIn,state_TX
MAF,locatedIn,city_Midland_TX
MAF,serveCity,city_Midland_TX
MBS,locatedIn,city_Saginaw_MI
MBS,locatedIn,state_MI
MBS,serveCity,city_Saginaw_MI
MCI,locatedIn,state_MO
MCI,locatedIn,city_Kansas_City_MO
MCI,serveCity,city_Kansas_City_MO
MCO,locatedIn,city_Orlando_FL
MCO,locatedIn,state_FL
MCO,serveCity,city_Orlando_FL
MDT,locatedIn,state_PA
MDT,locatedIn,city_Harrisburg_PA
MDT,serveCity,city_Harrisburg_PA
MDW,locatedIn,city_Chicago_IL
MDW,locatedIn,state_IL
MDW,serveCity,city_Chicago_IL
MEI,locatedIn,state_MS
MEI,locatedIn,city_Meridian_MS
MEI,serveCity,city_Meridian_MS
MEM,locatedIn,city_Memphis_TN
MEM,locatedIn,state_TN
MEM,serveCity,city_Memphis_TN
MFE,locatedIn,state_TX
MFE,locatedIn,city_McAllen_TX
MFE,serveCity,city_McAllen_TX
MFR,locatedIn,state_OR
MFR,locatedIn,city_Medford_OR
MFR,serveCity,city_Medford_OR
MGM,locatedIn,city_Montgomery_AL
MGM,locatedIn,state_AL
MGM,serveCity,city_Montgomery_AL
MHK,locatedIn,city_Manhattan_KS
MHK,locatedIn,state_KS
MHK,serveCity,city_Manhattan_KS
MHT,locatedIn,state_NH
MHT,locatedIn,city_Manchester_NH
MHT,serveCity,city_Manchester_NH
MIA,locatedIn,state_FL
MIA,locatedIn,city_Miami_FL
MIA,serveCity,city_Miami_FL
MKE,locatedIn,city_Milwaukee_WI
MKE,locatedIn,state_WI
MKE,serveCity,city_Milwaukee_WI
MKG,locatedIn,city_Muskegon_MI
MKG,locatedIn,state_MI
MKG,serveCity,city_Muskegon_MI
MLB,locatedIn,city_Melbourne_FL
MLB,locatedIn,state_FL
MLB,serveCity,city_Melbourne_FL
MLI,locatedIn,city_Moline_IL
MLI,locatedIn,state_IL
MLI,serveCity,city_Moline_IL
MLU,locatedIn,state_LA
MLU,locatedIn,city_Monroe_LA
MLU,serveCity,city_Monroe_LA
MMH,locatedIn,state_CA
MMH,locatedIn,city_Mammoth_Lakes_CA
MMH,serveCity,city_Mammoth_Lakes_CA
MOB,locatedIn,city_Mobile_AL
MOB,locatedIn,state_AL
MOB,serveCity,city_Mobile_AL
MOT,locatedIn,city_Minot_ND
MOT,locatedIn,state_ND
MOT,serveCity,city_Minot_ND
MQT,locatedIn,city_Marquette_MI
MQT,locatedIn,state_MI
MQT,serveCity,city_Marquette_MI
MRY,locatedIn,state_CA
MRY,locatedIn,city_Monterey_CA
MRY,serveCity,city_Monterey_CA
MSN,locatedIn,state_WI
MSN,locatedIn,city_Madison_WI
MSN,serveCity,city_Madison_WI
MSO,locatedIn,city_Missoula_MT
MSO,locatedIn,state_MT
MSO,serveCity,city_Missoula_MT
MSP,locatedIn,state_MN
MSP,locatedIn,city_Minneapolis_MN
MSP,serveCity,city_Minneapolis_MN
MSY,locatedIn,city_New_Orleans_LA
MSY,locatedIn,state_LA
MSY,serveCity,city_New_Orleans_LA
MTJ,locatedIn,city_Montrose_CO
MTJ,locatedIn,state_CO
MTJ,serveCity,city_Montrose_CO
MVY,locatedIn,state_MA
MVY,locatedIn,city_Marthas_Vineyard_MA
MVY,serveCity,city_Marthas_Vineyard_MA
MYR,locatedIn,state_SC
MYR,locatedIn,city_Myrtle_Beach_SC
MYR,serveCity,city_Myrtle_Beach_SC
OAJ,locatedIn,state_NC
OAJ,locatedIn,city_Jacksonville_NC
OAJ,serveCity,city_Jacksonville_NC
OAK,locatedIn,state_CA
OAK,locatedIn,city_Oakland_CA
OAK,serveCity,city_Oakland_CA
OGG,locatedIn,state_HI
OGG,locatedIn,city_Kahului_HI
OGG,serveCity,city_Kahului_HI
OKC,locatedIn,city_Oklahoma_City_OK
OKC,locatedIn,state_OK
OKC,serveCity,city_Oklahoma_City_OK
OMA,locatedIn,city_Omaha_NE
OMA,locatedIn,state_NE
OMA,serveCity,city_Omaha_NE
OME,locatedIn,state_AK
OME,locatedIn,city_Nome_AK
OME,serveCity,city_Nome_AK
ONT,locatedIn,state_CA
ONT,locatedIn,city_Ontario_CA
ONT,serveCity,city_Ontario_CA
ORD,locatedIn,city_Chicago_IL
ORD,locatedIn,state_IL
ORD,serveCity,city_Chicago_IL
ORF,locatedIn,city_Norfolk_VA
ORF,locatedIn,state_VA
ORF,serveCity,city_Norfolk_VA
ORH,locatedIn,city_Worcester_MA
ORH,locatedIn,state_MA
ORH,serveCity,city_Worcester_MA
OTH,locatedIn,state_OR
OTH,locatedIn,city_North_Bend_OR
OTH,serveCity,city_North_Bend_OR
OTZ,locatedIn,city_Kotzebue_AK
OTZ,locatedIn,state_AK
OTZ,serveCity,city_Kotzebue_AK
PAH,locatedIn,state_KY
PAH,locatedIn,city_Paducah_KY
PAH,serveCity,city_Paducah_KY
PBG,locatedIn,city_Plattsburgh_NY
PBG,locatedIn,state_NY
PBG,serveCity,city_Plattsburgh_NY
PBI,locatedIn,state_FL
PBI,locatedIn,city_West_Palm_Beach_FL
PBI,serveCity,city_West_Palm_Beach_FL
PDX,locatedIn,city_Portland_OR
PDX,locatedIn,state_OR
PDX,serveCity,city_Portland_OR
PHF,locatedIn,city_Newport_News_VA
